trial_id,user_id,user_gender,user_age,user_genres_alltime,user_genres_morning,user_genres_evening,user_genres_recent,user_top_artists,user_favorite_decade,song_history,recommended_song,idx_recommended_song,lyric_option,user_profile_option,actual_action,predicted_action,perc_missing_chatgpt_memory,perc_missing_lyrics,score
0,50972,male,2021,"['pop', 'r&b', 'funk', 'soul', 'edm']","['pop', 'r&b', 'funk']",[None],"['r&b', 'soul', 'funk']","['Earth, Wind & Fire', 'The Swingle Singers', 'Génération 80']",2010,"[{'song_id': 487484152, 'name': ""Let's Groove"", 'artist': 'Earth, Wind & Fire', 'genres': ['pop', 'disco', 'r&b'], 'length': 339.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:37', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484162, 'name': 'Fantasy', 'artist': 'Earth, Wind & Fire', 'genres': ['edm', 'pop_rock', 'funk', 'r&b', 'pop', 'disco'], 'length': 278.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:51', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484172, 'name': 'After the Love Has Gone', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'rock', 'adult_contemporary', 'soft_rock', 'disco', 'pop_rock', 'jazz'], 'length': 279.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:16', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484182, 'name': 'Shining Star', 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'pop', 'rock', 'r&b', 'pop_rock', 'funk'], 'length': 170.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:24', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484192, 'name': 'Sing a Song', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'pop_rock', 'disco'], 'length': 203.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:56', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}]","{'song_id': 487484202, 'name': ""Can't Hide Love"", 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'r&b', 'pop', 'pop_rock'], 'length': 250.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:05', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}",0,no_lyric_summary,simple,play,play,0,100,1
0,50972,male,2021,"['pop', 'r&b', 'funk', 'soul', 'edm']","['pop', 'r&b', 'funk']",[None],"['r&b', 'soul', 'funk']","['Earth, Wind & Fire', 'The Swingle Singers', 'Génération 80']",2010,"[{'song_id': 487484152, 'name': ""Let's Groove"", 'artist': 'Earth, Wind & Fire', 'genres': ['pop', 'disco', 'r&b'], 'length': 339.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:37', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484162, 'name': 'Fantasy', 'artist': 'Earth, Wind & Fire', 'genres': ['edm', 'pop_rock', 'funk', 'r&b', 'pop', 'disco'], 'length': 278.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:51', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484172, 'name': 'After the Love Has Gone', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'rock', 'adult_contemporary', 'soft_rock', 'disco', 'pop_rock', 'jazz'], 'length': 279.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:16', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484182, 'name': 'Shining Star', 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'pop', 'rock', 'r&b', 'pop_rock', 'funk'], 'length': 170.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:24', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484192, 'name': 'Sing a Song', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'pop_rock', 'disco'], 'length': 203.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:56', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484202, 'name': ""Can't Hide Love"", 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'r&b', 'pop', 'pop_rock'], 'length': 250.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:05', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}]","{'song_id': 487484212, 'name': 'Reasons', 'artist': 'Earth, Wind & Fire', 'genres': ['soul', 'disco', 'pop_rock', 'r&b'], 'length': 299.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:11', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}",1,no_lyric_summary,simple,play,play,0,100,1
0,50972,male,2021,"['pop', 'r&b', 'funk', 'soul', 'edm']","['pop', 'r&b', 'funk']",[None],"['r&b', 'soul', 'funk']","['Earth, Wind & Fire', 'The Swingle Singers', 'Génération 80']",2010,"[{'song_id': 487484152, 'name': ""Let's Groove"", 'artist': 'Earth, Wind & Fire', 'genres': ['pop', 'disco', 'r&b'], 'length': 339.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:37', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484162, 'name': 'Fantasy', 'artist': 'Earth, Wind & Fire', 'genres': ['edm', 'pop_rock', 'funk', 'r&b', 'pop', 'disco'], 'length': 278.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:51', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484172, 'name': 'After the Love Has Gone', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'rock', 'adult_contemporary', 'soft_rock', 'disco', 'pop_rock', 'jazz'], 'length': 279.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:16', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484182, 'name': 'Shining Star', 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'pop', 'rock', 'r&b', 'pop_rock', 'funk'], 'length': 170.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:24', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484192, 'name': 'Sing a Song', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'pop_rock', 'disco'], 'length': 203.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:56', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484202, 'name': ""Can't Hide Love"", 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'r&b', 'pop', 'pop_rock'], 'length': 250.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:05', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484212, 'name': 'Reasons', 'artist': 'Earth, Wind & Fire', 'genres': ['soul', 'disco', 'pop_rock', 'r&b'], 'length': 299.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:11', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}]","{'song_id': 487484222, 'name': ""That's the Way of the World"", 'artist': 'Earth, Wind & Fire', 'genres': ['funk', 'disco', 'pop', 'soundtrack', 'pop_rock', 'rock', 'r&b'], 'length': 346.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:15', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}",2,no_lyric_summary,simple,play,play,0,100,1
0,50972,male,2021,"['pop', 'r&b', 'funk', 'soul', 'edm']","['pop', 'r&b', 'funk']",[None],"['r&b', 'soul', 'funk']","['Earth, Wind & Fire', 'The Swingle Singers', 'Génération 80']",2010,"[{'song_id': 487484152, 'name': ""Let's Groove"", 'artist': 'Earth, Wind & Fire', 'genres': ['pop', 'disco', 'r&b'], 'length': 339.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:37', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484162, 'name': 'Fantasy', 'artist': 'Earth, Wind & Fire', 'genres': ['edm', 'pop_rock', 'funk', 'r&b', 'pop', 'disco'], 'length': 278.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:51', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484172, 'name': 'After the Love Has Gone', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'rock', 'adult_contemporary', 'soft_rock', 'disco', 'pop_rock', 'jazz'], 'length': 279.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:16', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484182, 'name': 'Shining Star', 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'pop', 'rock', 'r&b', 'pop_rock', 'funk'], 'length': 170.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:24', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484192, 'name': 'Sing a Song', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'pop_rock', 'disco'], 'length': 203.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:56', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}]","{'song_id': 487484202, 'name': ""Can't Hide Love"", 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'r&b', 'pop', 'pop_rock'], 'length': 250.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:05', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}",0,no_lyric_summary,expanded,play,play,0,100,1
0,50972,male,2021,"['pop', 'r&b', 'funk', 'soul', 'edm']","['pop', 'r&b', 'funk']",[None],"['r&b', 'soul', 'funk']","['Earth, Wind & Fire', 'The Swingle Singers', 'Génération 80']",2010,"[{'song_id': 487484152, 'name': ""Let's Groove"", 'artist': 'Earth, Wind & Fire', 'genres': ['pop', 'disco', 'r&b'], 'length': 339.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:37', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484162, 'name': 'Fantasy', 'artist': 'Earth, Wind & Fire', 'genres': ['edm', 'pop_rock', 'funk', 'r&b', 'pop', 'disco'], 'length': 278.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:51', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484172, 'name': 'After the Love Has Gone', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'rock', 'adult_contemporary', 'soft_rock', 'disco', 'pop_rock', 'jazz'], 'length': 279.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:16', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484182, 'name': 'Shining Star', 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'pop', 'rock', 'r&b', 'pop_rock', 'funk'], 'length': 170.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:24', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484192, 'name': 'Sing a Song', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'pop_rock', 'disco'], 'length': 203.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:56', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484202, 'name': ""Can't Hide Love"", 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'r&b', 'pop', 'pop_rock'], 'length': 250.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:05', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}]","{'song_id': 487484212, 'name': 'Reasons', 'artist': 'Earth, Wind & Fire', 'genres': ['soul', 'disco', 'pop_rock', 'r&b'], 'length': 299.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:11', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}",1,no_lyric_summary,expanded,play,play,0,100,1
0,50972,male,2021,"['pop', 'r&b', 'funk', 'soul', 'edm']","['pop', 'r&b', 'funk']",[None],"['r&b', 'soul', 'funk']","['Earth, Wind & Fire', 'The Swingle Singers', 'Génération 80']",2010,"[{'song_id': 487484152, 'name': ""Let's Groove"", 'artist': 'Earth, Wind & Fire', 'genres': ['pop', 'disco', 'r&b'], 'length': 339.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:37', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484162, 'name': 'Fantasy', 'artist': 'Earth, Wind & Fire', 'genres': ['edm', 'pop_rock', 'funk', 'r&b', 'pop', 'disco'], 'length': 278.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:51', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484172, 'name': 'After the Love Has Gone', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'rock', 'adult_contemporary', 'soft_rock', 'disco', 'pop_rock', 'jazz'], 'length': 279.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:16', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484182, 'name': 'Shining Star', 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'pop', 'rock', 'r&b', 'pop_rock', 'funk'], 'length': 170.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:24', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484192, 'name': 'Sing a Song', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'pop_rock', 'disco'], 'length': 203.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:56', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484202, 'name': ""Can't Hide Love"", 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'r&b', 'pop', 'pop_rock'], 'length': 250.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:05', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484212, 'name': 'Reasons', 'artist': 'Earth, Wind & Fire', 'genres': ['soul', 'disco', 'pop_rock', 'r&b'], 'length': 299.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:11', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}]","{'song_id': 487484222, 'name': ""That's the Way of the World"", 'artist': 'Earth, Wind & Fire', 'genres': ['funk', 'disco', 'pop', 'soundtrack', 'pop_rock', 'rock', 'r&b'], 'length': 346.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:15', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}",2,no_lyric_summary,expanded,play,play,0,100,1
0,50972,male,2021,"['pop', 'r&b', 'funk', 'soul', 'edm']","['pop', 'r&b', 'funk']",[None],"['r&b', 'soul', 'funk']","['Earth, Wind & Fire', 'The Swingle Singers', 'Génération 80']",2010,"[{'song_id': 487484152, 'name': ""Let's Groove"", 'artist': 'Earth, Wind & Fire', 'genres': ['pop', 'disco', 'r&b'], 'length': 339.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:37', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484162, 'name': 'Fantasy', 'artist': 'Earth, Wind & Fire', 'genres': ['edm', 'pop_rock', 'funk', 'r&b', 'pop', 'disco'], 'length': 278.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:51', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484172, 'name': 'After the Love Has Gone', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'rock', 'adult_contemporary', 'soft_rock', 'disco', 'pop_rock', 'jazz'], 'length': 279.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:16', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484182, 'name': 'Shining Star', 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'pop', 'rock', 'r&b', 'pop_rock', 'funk'], 'length': 170.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:24', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484192, 'name': 'Sing a Song', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'pop_rock', 'disco'], 'length': 203.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:56', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}]","{'song_id': 487484202, 'name': ""Can't Hide Love"", 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'r&b', 'pop', 'pop_rock'], 'length': 250.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:05', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}",0,chatgpt_memory_summary,simple,play,play,0,100,1
0,50972,male,2021,"['pop', 'r&b', 'funk', 'soul', 'edm']","['pop', 'r&b', 'funk']",[None],"['r&b', 'soul', 'funk']","['Earth, Wind & Fire', 'The Swingle Singers', 'Génération 80']",2010,"[{'song_id': 487484152, 'name': ""Let's Groove"", 'artist': 'Earth, Wind & Fire', 'genres': ['pop', 'disco', 'r&b'], 'length': 339.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:37', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484162, 'name': 'Fantasy', 'artist': 'Earth, Wind & Fire', 'genres': ['edm', 'pop_rock', 'funk', 'r&b', 'pop', 'disco'], 'length': 278.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:51', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484172, 'name': 'After the Love Has Gone', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'rock', 'adult_contemporary', 'soft_rock', 'disco', 'pop_rock', 'jazz'], 'length': 279.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:16', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484182, 'name': 'Shining Star', 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'pop', 'rock', 'r&b', 'pop_rock', 'funk'], 'length': 170.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:24', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484192, 'name': 'Sing a Song', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'pop_rock', 'disco'], 'length': 203.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:56', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484202, 'name': ""Can't Hide Love"", 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'r&b', 'pop', 'pop_rock'], 'length': 250.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:05', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}]","{'song_id': 487484212, 'name': 'Reasons', 'artist': 'Earth, Wind & Fire', 'genres': ['soul', 'disco', 'pop_rock', 'r&b'], 'length': 299.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:11', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}",1,chatgpt_memory_summary,simple,play,play,0,100,1
0,50972,male,2021,"['pop', 'r&b', 'funk', 'soul', 'edm']","['pop', 'r&b', 'funk']",[None],"['r&b', 'soul', 'funk']","['Earth, Wind & Fire', 'The Swingle Singers', 'Génération 80']",2010,"[{'song_id': 487484152, 'name': ""Let's Groove"", 'artist': 'Earth, Wind & Fire', 'genres': ['pop', 'disco', 'r&b'], 'length': 339.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:37', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484162, 'name': 'Fantasy', 'artist': 'Earth, Wind & Fire', 'genres': ['edm', 'pop_rock', 'funk', 'r&b', 'pop', 'disco'], 'length': 278.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:51', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484172, 'name': 'After the Love Has Gone', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'rock', 'adult_contemporary', 'soft_rock', 'disco', 'pop_rock', 'jazz'], 'length': 279.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:16', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484182, 'name': 'Shining Star', 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'pop', 'rock', 'r&b', 'pop_rock', 'funk'], 'length': 170.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:24', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484192, 'name': 'Sing a Song', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'pop_rock', 'disco'], 'length': 203.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:56', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484202, 'name': ""Can't Hide Love"", 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'r&b', 'pop', 'pop_rock'], 'length': 250.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:05', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484212, 'name': 'Reasons', 'artist': 'Earth, Wind & Fire', 'genres': ['soul', 'disco', 'pop_rock', 'r&b'], 'length': 299.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:11', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}]","{'song_id': 487484222, 'name': ""That's the Way of the World"", 'artist': 'Earth, Wind & Fire', 'genres': ['funk', 'disco', 'pop', 'soundtrack', 'pop_rock', 'rock', 'r&b'], 'length': 346.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:15', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}",2,chatgpt_memory_summary,simple,play,play,0,100,1
0,50972,male,2021,"['pop', 'r&b', 'funk', 'soul', 'edm']","['pop', 'r&b', 'funk']",[None],"['r&b', 'soul', 'funk']","['Earth, Wind & Fire', 'The Swingle Singers', 'Génération 80']",2010,"[{'song_id': 487484152, 'name': ""Let's Groove"", 'artist': 'Earth, Wind & Fire', 'genres': ['pop', 'disco', 'r&b'], 'length': 339.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:37', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484162, 'name': 'Fantasy', 'artist': 'Earth, Wind & Fire', 'genres': ['edm', 'pop_rock', 'funk', 'r&b', 'pop', 'disco'], 'length': 278.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:52:51', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484172, 'name': 'After the Love Has Gone', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'rock', 'adult_contemporary', 'soft_rock', 'disco', 'pop_rock', 'jazz'], 'length': 279.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:16', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484182, 'name': 'Shining Star', 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'pop', 'rock', 'r&b', 'pop_rock', 'funk'], 'length': 170.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:24', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}, {'song_id': 487484192, 'name': 'Sing a Song', 'artist': 'Earth, Wind & Fire', 'genres': ['r&b', 'pop', 'pop_rock', 'disco'], 'length': 203.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:53:56', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}]","{'song_id': 487484202, 'name': ""Can't Hide Love"", 'artist': 'Earth, Wind & Fire', 'genres': ['disco', 'r&b', 'pop', 'pop_rock'], 'length': 250.0, 'year': 2018, 'action': 'play', 'listen_timestamp': '2020-01-19 08:54:05', 'period_of_day_listening': 'morning', 'n_lyric_lines': 4}",0,chatgpt_memory_summary,expanded,play,play,0,100,1
